grid,family,family_params,T,beta,delta,sigma_logit,V,seed,cost_order,total_cost,max_accel_norm,gate_activations,per_source_costs,per_pair_costs,truth_label,hit,margin,rank,threshold_pass,alignment_pass,cell_pass,failure_reasons
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.25,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.25,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.25,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.5,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.5,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.5,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.5,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.5,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.5,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.5,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.5,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,0.5,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,1.0,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,1.0,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,1.0,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,1.0,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,1.0,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,1.0,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,1.0,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,1.0,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,200.0,1.0,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.25,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.25,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.25,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.25,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.25,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.25,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.25,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.25,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.25,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.5,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.5,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.5,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.5,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.5,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.5,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.5,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.5,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,0.5,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,1.0,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,1.0,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,1.0,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,1.0,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,1.0,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,1.0,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,1.0,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,1.0,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.05,500.0,1.0,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,4,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.25,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.25,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.25,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.25,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.25,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.25,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.25,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.25,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.25,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.5,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.5,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.5,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.5,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.5,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.5,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.5,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.5,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,0.5,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,1.0,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,1.0,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,1.0,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,1.0,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,1.0,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,1.0,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,1.0,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,1.0,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,100.0,1.0,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.25,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.25,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.25,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.25,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.25,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.25,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.25,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.25,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.25,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.5,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.5,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.5,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.5,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.5,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.5,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.5,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.5,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,0.5,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,1.0,1.0,1024,42,SECOND,0.0,3.567402816643054e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,1.0,1.0,1024,43,SECOND,0.0,3.910603257252412e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,1.0,1.0,1024,44,SECOND,0.0,3.8348563929025403e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,1.0,3.0,1024,42,SECOND,0.0,4.073546362201167e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,1.0,3.0,1024,43,SECOND,0.0,4.875799568240468e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,1.0,3.0,1024,44,SECOND,0.0,4.615428004726742e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,1.0,5.0,1024,42,SECOND,0.0,6.824066223624423e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,1.0,5.0,1024,43,SECOND,0.0,6.962082529997285e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
sensitivity,linear_drift,"{""drift_rate"": 0.05}",0.1,200.0,1.0,5.0,1024,44,SECOND,0.0,8.103182792672099e-17,2,"[0.0, 0.0, 0.0]","{""1,0"": 0.0, ""2,0"": 0.0, ""2,1"": 0.0}",,,,,True,,True,
